source,budget_chars,condition,family,metric,n,successes,rate,ci95_low,ci95_high,mean_context_chars,median_context_chars,p95_context_chars,median_elapsed_ms,p95_elapsed_ms,median_retrieval_ms,p95_retrieval_ms
context,4000,bm25_hybrid,ALL,context_success,1100,901,0.8190909090909091,0.7952446788509603,0.8407162142559107,617.7154545454546,383.0,3593.0,nan,nan,0.2705415099626407,0.43577085016295314
context,4000,bm25_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.21633350115735084,0.3081139439018443
context,4000,bm25_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,0.3572915156837553,0.5947691039182245
context,4000,bm25_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.2839164953911677,0.356137502240017
context,4000,bm25_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.24474998645018786,0.3391143225599081
context,4000,bm25_hybrid,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,383.0,383.0,383.0,nan,nan,0.29414599703159183,0.4042104701511562
context,4000,bm25_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3593.8,3593.0,3599.0,nan,nan,0.4138750082347542,0.47451045247726137
context,4000,bm25_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.27,387.0,416.0,nan,nan,0.26822948711924255,0.34089854598278174
context,4000,bm25_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,0.2515204978408292,0.3387225893675349
context,4000,bm25_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,0.2773334999801591,0.36779854708584026
context,4000,bm25_long_term,ALL,context_success,1100,901,0.8190909090909091,0.7952446788509603,0.8407162142559107,268.33363636363634,334.0,469.0,nan,nan,0.2930000046035275,0.4517184308497235
context,4000,bm25_long_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.23647899797651917,0.2951660339022055
context,4000,bm25_long_term,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,313.0,313.0,313.0,nan,nan,0.36083400482311845,0.7350996995228342
context,4000,bm25_long_term,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.2981669967994094,0.3653517400380224
context,4000,bm25_long_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.2654584968695417,0.35688268835656345
context,4000,bm25_long_term,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,383.0,383.0,383.0,nan,nan,0.2937505050795153,0.41079308866756037
context,4000,bm25_long_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,334.4,334.0,337.0,nan,nan,0.41647850594017655,0.4866506002144888
context,4000,bm25_long_term,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.27,387.0,416.0,nan,nan,0.2963545121019706,0.36790981102967635
context,4000,bm25_long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,384.8,384.0,387.0,nan,nan,0.2785830001812428,0.35757918667513877
context,4000,bm25_long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,469.0,469.0,469.0,nan,nan,0.3000000142492354,0.3827854001428932
context,4000,cascade_hybrid,ALL,context_success,1100,1001,0.91,0.8916304814532704,0.9255158512851879,632.2763636363636,371.0,3593.0,nan,nan,3.5421039938228205,5.470489904109854
context,4000,cascade_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.938166501233354,5.281393445329741
context,4000,cascade_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.5891665029339492,5.80407464876771
context,4000,cascade_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,4.996187504730187,5.324153527908493
context,4000,cascade_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002208020305261016,0.0038750004023313522
context,4000,cascade_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.327625003294088,3.9324354569544084
context,4000,cascade_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3593.8,3593.0,3599.0,nan,nan,3.6751670122612268,5.399050656706094
context,4000,cascade_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.64,387.5,416.0,nan,nan,2.906541500124149,3.186691961309407
context,4000,cascade_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.0409374962328,5.355749993759673
context,4000,cascade_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.300416989484802,7.727600639918819
context,4000,dense_hybrid,ALL,context_success,1100,1003,0.9118181818181819,0.8935959565206003,0.9271740850104898,627.0081818181818,323.0,3593.0,nan,nan,3.4860625019064173,5.386337796517181
context,4000,dense_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.896854006801732,5.265227105701342
context,4000,dense_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,540.0,540.0,540.0,nan,nan,3.4884165070252493,5.787612494896165
context,4000,dense_hybrid,cross_session_recall,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,386.61,380.0,414.0,nan,nan,4.997520518372767,5.34052229631925
context,4000,dense_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002166489139199257,0.0037940466427244255
context,4000,dense_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.3207079832209274,3.9115725958254184
context,4000,dense_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3593.8,3593.0,3599.0,nan,nan,3.723749498021789,5.181643765536137
context,4000,dense_hybrid,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.920562488725409,3.1892431099549863
context,4000,dense_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,4.996542003937066,5.385490998742171
context,4000,dense_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.2369795012054965,7.091345507069491
context,4000,dense_long_term,ALL,context_success,1100,903,0.8209090909090909,0.7971454540214733,0.8424391478780295,277.62636363636364,318.0,469.0,nan,nan,3.4586455003591254,5.408422599430195
context,4000,dense_long_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.980646015610546,5.616502111661248
context,4000,dense_long_term,cross_patient_disambiguation,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,318.0,318.0,318.0,nan,nan,3.564145998097956,5.701566347852348
context,4000,dense_long_term,cross_session_recall,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,386.61,380.0,414.0,nan,nan,4.930082999635488,5.404088141222018
context,4000,dense_long_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.00291600008495152,0.004332979733590037
context,4000,dense_long_term,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.3113749959738925,4.058890181477182
context,4000,dense_long_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,334.4,334.0,337.0,nan,nan,3.692791491630487,4.461302408890333
context,4000,dense_long_term,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.876020487747155,3.101525294187013
context,4000,dense_long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,384.8,384.0,387.0,nan,nan,4.93908349017147,5.321621440816671
context,4000,dense_long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,469.0,469.0,469.0,nan,nan,5.166354501852766,7.153177092550322
context,4000,fused_hybrid,ALL,context_success,1100,1100,1.0,0.9965199179737294,1.0,625.5163636363636,323.0,3593.0,nan,nan,3.6029165057698265,5.433081556111573
context,4000,fused_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.9665624828776345,5.627012859622481
context,4000,fused_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.6718750052386895,5.650227412115781
context,4000,fused_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,4.965625004842877,5.320889595896006
context,4000,fused_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0022500171326100826,0.0039610720705240965
context,4000,fused_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.3421459957025945,3.8712690453394316
context,4000,fused_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3593.8,3593.0,3599.0,nan,nan,3.9217294979607686,5.855560090276413
context,4000,fused_hybrid,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.901791493059136,3.2327586377505213
context,4000,fused_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,4.9807079922175035,5.373089612112381
context,4000,fused_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.261333513772115,7.126014569075778
context,4000,hybrid,ALL,context_success,1100,998,0.9072727272727272,0.888686097611463,0.9230246719380475,629.6645454545454,369.0,3589.0,nan,nan,0.2403959952061996,0.6433854316128418
context,4000,hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,318.4,318.0,321.0,nan,nan,0.24514550750609487,0.3061627969145775
context,4000,hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,534.6,535.0,535.0,nan,nan,0.31206248968373984,0.612052099313587
context,4000,hybrid,cross_session_recall,context_success,100,96,0.96,0.9016292856411208,0.9843366960084523,371.04,371.0,394.0,nan,nan,0.2403959952061996,0.30856251978548244
context,4000,hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.21708299755118787,0.30081664153840393
context,4000,hybrid,memory_prompt_injection,context_success,100,99,0.99,0.9455138038212946,0.9982325679358593,308.11,307.0,310.0,nan,nan,0.24341698735952377,0.3636101057054475
context,4000,hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3589.8,3589.0,3595.0,nan,nan,0.6434794922824949,0.7108580452040768
context,4000,hybrid,semantic_paraphrase,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,383.76,383.5,412.0,nan,nan,0.22341699514072388,0.30689345876453444
context,4000,hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,520.6,519.0,525.0,nan,nan,0.23006201081443578,0.2939496989711188
context,4000,hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,687.0,687.0,687.0,nan,nan,0.28060399927198887,0.3376580629264936
context,4000,latest_only,ALL,context_success,1100,400,0.36363636363636365,0.33572899924392346,0.39249284130869583,75.78181818181818,71.0,92.0,nan,nan,0.0,0.0
context,4000,latest_only,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.0,0.0
context,4000,latest_only,cross_patient_disambiguation,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,63.0,63.0,63.0,nan,nan,0.0,0.0
context,4000,latest_only,cross_session_recall,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,92.0,92.0,92.0,nan,nan,0.0,0.0
context,4000,latest_only,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0,0.0
context,4000,latest_only,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,67.0,67.0,67.0,nan,nan,0.0,0.0
context,4000,latest_only,same_session_overflow,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,68.0,68.0,68.0,nan,nan,0.0,0.0
context,4000,latest_only,semantic_paraphrase,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,73.6,73.0,87.0,nan,nan,0.0,0.0
context,4000,latest_only,temporal_update,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,80.0,80.0,80.0,nan,nan,0.0,0.0
context,4000,latest_only,tool_evidence,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,86.0,86.0,86.0,nan,nan,0.0,0.0
context,4000,long_term,ALL,context_success,1100,909,0.8263636363636364,0.8028529734863811,0.8476027547910171,280.2827272727273,318.0,465.0,nan,nan,0.2633749973028898,0.6555830390425399
context,4000,long_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,318.4,318.0,321.0,nan,nan,0.27033299556933343,0.3179848106810823
context,4000,long_term,cross_patient_disambiguation,context_success,100,11,0.11,0.06254196357064568,0.18631296503080313,312.6,313.0,313.0,nan,nan,0.3266665153205395,0.5908333623665385
context,4000,long_term,cross_session_recall,context_success,100,96,0.96,0.9016292856411208,0.9843366960084523,371.04,371.0,394.0,nan,nan,0.2551255020080134,0.3389726218301803
context,4000,long_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.23768750543240458,0.4569291864754632
context,4000,long_term,memory_prompt_injection,context_success,100,99,0.99,0.9455138038212946,0.9982325679358593,308.11,307.0,310.0,nan,nan,0.27452099311631173,0.3879565803799778
context,4000,long_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,330.4,330.0,333.0,nan,nan,0.64935399859678,0.7501722357119434
context,4000,long_term,semantic_paraphrase,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,383.76,383.5,412.0,nan,nan,0.2505409938748926,0.33600350288907066
context,4000,long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,380.8,380.0,383.0,nan,nan,0.2474375069141388,0.30752115708310157
context,4000,long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,465.0,465.0,465.0,nan,nan,0.2911669871537015,0.3994816070189699
context,4000,matched_sparse_hybrid,ALL,context_success,1100,1001,0.91,0.8916304814532704,0.9255158512851879,632.2763636363636,371.0,3593.0,nan,nan,0.035770994145423174,0.2357645920710638
context,4000,matched_sparse_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,0.026958005037158728,0.03566606465028599
context,4000,matched_sparse_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,0.04554149927571416,0.06988330715103075
context,4000,matched_sparse_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.04606250149663538,0.05026519647799432
context,4000,matched_sparse_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0019579892978072166,0.003677395579870793
context,4000,matched_sparse_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,0.03714550985023379,0.044046161929145455
context,4000,matched_sparse_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3593.8,3593.0,3599.0,nan,nan,0.23685451014898717,0.4457163406186737
context,4000,matched_sparse_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.64,387.5,416.0,nan,nan,0.03872900560963899,0.04621524567482993
context,4000,matched_sparse_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,0.037271485780365765,0.04391809197841212
context,4000,matched_sparse_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,0.03618800838012248,0.057236854627262794
context,4000,raw_recent,ALL,context_success,1100,800,0.7272727272727273,0.7001970174358217,0.7527665816431462,3850.890909090909,91.0,29027.0,nan,nan,0.0,0.0
context,4000,raw_recent,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.0,0.0
context,4000,raw_recent,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,285.0,285.0,285.0,nan,nan,0.0,0.0
context,4000,raw_recent,cross_session_recall,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,92.0,92.0,92.0,nan,nan,0.0,0.0
context,4000,raw_recent,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0,0.0
context,4000,raw_recent,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,67.0,67.0,67.0,nan,nan,0.0,0.0
context,4000,raw_recent,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,29027.4,29027.0,29030.0,nan,nan,0.0,0.0
context,4000,raw_recent,semantic_paraphrase,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,73.6,73.0,87.0,nan,nan,0.0,0.0
context,4000,raw_recent,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,219.8,219.0,222.0,nan,nan,0.0,0.0
context,4000,raw_recent,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,12291.0,12291.0,12291.0,nan,nan,0.0,0.0
context,4000,rrf_hybrid,ALL,context_success,1100,1008,0.9163636363636364,0.8985189978748774,0.9313103156377919,626.9627272727273,323.0,3593.0,nan,nan,3.587312006857246,5.453411061898804
context,4000,rrf_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.894229510682635,5.177853831264656
context,4000,rrf_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,540.0,540.0,540.0,nan,nan,3.572270506992936,5.59526874567382
context,4000,rrf_hybrid,cross_session_recall,context_success,100,8,0.08,0.041093461484380624,0.14998107700948735,386.11,380.0,414.0,nan,nan,4.949937996570952,5.276601731020492
context,4000,rrf_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002540997229516506,0.0043401974835433075
context,4000,rrf_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.434437981923111,3.9732898949296205
context,4000,rrf_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3593.8,3593.0,3599.0,nan,nan,3.9107500051613897,5.794343739398755
context,4000,rrf_hybrid,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.888187489588745,3.1382770961499773
context,4000,rrf_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.005521001294255,5.2811461631790735
context,4000,rrf_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.265853993478231,7.728237145056482
context,4000,short_term,ALL,context_success,1100,800,0.7272727272727273,0.7001970174358217,0.7527665816431462,425.1636363636364,91.0,3327.0,nan,nan,0.0,0.0
context,4000,short_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.0,0.0
context,4000,short_term,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,285.0,285.0,285.0,nan,nan,0.0,0.0
context,4000,short_term,cross_session_recall,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,92.0,92.0,92.0,nan,nan,0.0,0.0
context,4000,short_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0,0.0
context,4000,short_term,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,67.0,67.0,67.0,nan,nan,0.0,0.0
context,4000,short_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3327.4,3327.0,3330.0,nan,nan,0.0,0.0
context,4000,short_term,semantic_paraphrase,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,73.6,73.0,87.0,nan,nan,0.0,0.0
context,4000,short_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,219.8,219.0,222.0,nan,nan,0.0,0.0
context,4000,short_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,308.0,308.0,308.0,nan,nan,0.0,0.0
context,4000,union_hybrid,ALL,context_success,1100,1003,0.9118181818181819,0.8935959565206003,0.9271740850104898,632.1718181818181,371.0,3593.0,nan,nan,3.6095624964218587,5.469383347372059
context,4000,union_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.877583487541415,5.191852399730124
context,4000,union_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.665062991785817,5.6360288566793315
context,4000,union_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,4.9893959949258715,5.284392302564811
context,4000,union_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.002458997187204659,0.004166031430941075
context,4000,union_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.3576874993741512,4.113368748221546
context,4000,union_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,3593.8,3593.0,3599.0,nan,nan,3.9072914951248094,5.7636110548628485
context,4000,union_hybrid,semantic_paraphrase,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,387.49,387.5,416.0,nan,nan,2.9088965093251318,3.167012501216959
context,4000,union_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.051375002949499,5.473414887092076
context,4000,union_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.251042006420903,7.697597584046889
context,8000,bm25_hybrid,ALL,context_success,1100,901,0.8190909090909091,0.7952446788509603,0.8407162142559107,913.7154545454546,383.0,6849.0,nan,nan,0.28064550133422017,0.44304940238362156
context,8000,bm25_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.21777050278615206,0.3128666925476864
context,8000,bm25_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,0.340229002176784,0.5731291937991045
context,8000,bm25_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.29954151250422,0.36534613464027643
context,8000,bm25_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.2501044946257025,0.35055451589869335
context,8000,bm25_hybrid,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,383.0,383.0,383.0,nan,nan,0.2961249992949888,0.3996308878413401
context,8000,bm25_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6849.8,6849.0,6855.0,nan,nan,0.4122705140616745,0.4849069155170582
context,8000,bm25_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.27,387.0,416.0,nan,nan,0.2792290033539757,0.3817205462837592
context,8000,bm25_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,0.26014549075625837,0.35251070075901225
context,8000,bm25_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,0.27729150315281004,0.36844790884060785
context,8000,bm25_long_term,ALL,context_success,1100,901,0.8190909090909091,0.7952446788509603,0.8407162142559107,268.33363636363634,334.0,469.0,nan,nan,0.292270487989299,0.4450850872672163
context,8000,bm25_long_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.24302049132529646,0.31726074521429837
context,8000,bm25_long_term,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,313.0,313.0,313.0,nan,nan,0.34556249738670886,0.5724416696466506
context,8000,bm25_long_term,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.29897950298618525,0.38787676458014175
context,8000,bm25_long_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.262020985246636,0.3517829769407399
context,8000,bm25_long_term,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,383.0,383.0,383.0,nan,nan,0.3009169886354357,0.42669818503782153
context,8000,bm25_long_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,334.4,334.0,337.0,nan,nan,0.4173744819127023,0.4882458408246748
context,8000,bm25_long_term,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.27,387.0,416.0,nan,nan,0.294104014756158,0.3521895530866459
context,8000,bm25_long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,384.8,384.0,387.0,nan,nan,0.27606198273133487,0.36496490938588977
context,8000,bm25_long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,469.0,469.0,469.0,nan,nan,0.31422900792676955,0.39445029979106033
context,8000,cascade_hybrid,ALL,context_success,1100,1001,0.91,0.8916304814532704,0.9255158512851879,928.2763636363636,371.0,6849.0,nan,nan,3.5713535035029054,5.4210023998166434
context,8000,cascade_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.945229506120086,5.419101445295382
context,8000,cascade_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.733978999662213,5.39850414788816
context,8000,cascade_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,4.979541510692798,5.248168754042126
context,8000,cascade_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0021250161807984114,0.0038750004023313522
context,8000,cascade_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.33118750131689,3.918485749454703
context,8000,cascade_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,6849.8,6849.0,6855.0,nan,nan,3.8533750048372895,5.611162203422282
context,8000,cascade_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.64,387.5,416.0,nan,nan,2.856458508176729,3.148758340103086
