source,budget_chars,condition,family,metric,n,successes,rate,ci95_low,ci95_high,mean_context_chars,median_context_chars,p95_context_chars,median_elapsed_ms,p95_elapsed_ms,median_retrieval_ms,p95_retrieval_ms
context,24000,long_term,semantic_paraphrase,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,383.76,383.5,412.0,nan,nan,0.2555419923737645,0.32729309605201706
context,24000,long_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,380.8,380.0,383.0,nan,nan,0.2458955132169649,0.330791984742973
context,24000,long_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,465.0,465.0,465.0,nan,nan,0.29520799580495805,0.42429018067196006
context,24000,matched_sparse_hybrid,ALL,context_success,1100,1001,0.91,0.8916304814532704,0.9255158512851879,2183.276363636364,371.0,20654.0,nan,nan,0.03520799509715289,0.2358211655518971
context,24000,matched_sparse_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,0.028520997148007154,0.03542530466802418
context,24000,matched_sparse_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,0.04520850779954344,0.07146903808461502
context,24000,matched_sparse_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,0.0457915011793375,0.050641655980143696
context,24000,matched_sparse_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0019374856492504478,0.0037080520996823907
context,24000,matched_sparse_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,0.03610401472542435,0.04584789858199655
context,24000,matched_sparse_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,20654.8,20654.0,20660.0,nan,nan,0.23685449559707195,0.4183045093668625
context,24000,matched_sparse_hybrid,semantic_paraphrase,context_success,100,1,0.01,0.0017674320641406505,0.054486196178705315,388.64,387.5,416.0,nan,nan,0.03945850767195225,0.045586070336867124
context,24000,matched_sparse_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,0.03718699736054987,0.044883371447212994
context,24000,matched_sparse_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,0.03687500429805368,0.05859855154994875
context,24000,raw_recent,ALL,context_success,1100,800,0.7272727272727273,0.7001970174358217,0.7527665816431462,3850.890909090909,91.0,29027.0,nan,nan,0.0,0.0
context,24000,raw_recent,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.0,0.0
context,24000,raw_recent,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,285.0,285.0,285.0,nan,nan,0.0,0.0
context,24000,raw_recent,cross_session_recall,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,92.0,92.0,92.0,nan,nan,0.0,0.0
context,24000,raw_recent,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0,0.0
context,24000,raw_recent,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,67.0,67.0,67.0,nan,nan,0.0,0.0
context,24000,raw_recent,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,29027.4,29027.0,29030.0,nan,nan,0.0,0.0
context,24000,raw_recent,semantic_paraphrase,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,73.6,73.0,87.0,nan,nan,0.0,0.0
context,24000,raw_recent,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,219.8,219.0,222.0,nan,nan,0.0,0.0
context,24000,raw_recent,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,12291.0,12291.0,12291.0,nan,nan,0.0,0.0
context,24000,rrf_hybrid,ALL,context_success,1100,1008,0.9163636363636364,0.8985189978748774,0.9313103156377919,2177.962727272727,323.0,20654.0,nan,nan,3.597561997594312,5.409098546078894
context,24000,rrf_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.917499507428147,5.280262511223555
context,24000,rrf_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,540.0,540.0,540.0,nan,nan,3.602937504183501,5.9351409872761
context,24000,rrf_hybrid,cross_session_recall,context_success,100,8,0.08,0.041093461484380624,0.14998107700948735,386.11,380.0,414.0,nan,nan,4.969687506672926,5.3583627901389255
context,24000,rrf_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0024170149117708206,0.0040830549551174045
context,24000,rrf_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.3940624998649582,4.107216330885421
context,24000,rrf_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,20654.8,20654.0,20660.0,nan,nan,3.93681249988731,5.680410396598745
context,24000,rrf_hybrid,semantic_paraphrase,context_success,100,100,1.0,0.9630065017930143,1.0,314.28,313.0,338.09999999999997,nan,nan,2.9078125080559403,3.1766142463311553
context,24000,rrf_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.008687483496033,5.261631548637524
context,24000,rrf_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.27906249044463,7.384589263529051
context,24000,short_term,ALL,context_success,1100,800,0.7272727272727273,0.7001970174358217,0.7527665816431462,1976.1636363636364,91.0,20388.0,nan,nan,0.0,0.0
context,24000,short_term,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,91.0,91.0,91.0,nan,nan,0.0,0.0
context,24000,short_term,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,285.0,285.0,285.0,nan,nan,0.0,0.0
context,24000,short_term,cross_session_recall,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,92.0,92.0,92.0,nan,nan,0.0,0.0
context,24000,short_term,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0,0.0
context,24000,short_term,memory_prompt_injection,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,67.0,67.0,67.0,nan,nan,0.0,0.0
context,24000,short_term,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,20388.4,20388.0,20391.0,nan,nan,0.0,0.0
context,24000,short_term,semantic_paraphrase,context_success,100,0,0.0,3.469446951953614e-18,0.03699349820698568,73.6,73.0,87.0,nan,nan,0.0,0.0
context,24000,short_term,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,219.8,219.0,222.0,nan,nan,0.0,0.0
context,24000,short_term,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,308.0,308.0,308.0,nan,nan,0.0,0.0
context,24000,union_hybrid,ALL,context_success,1100,1003,0.9118181818181819,0.8935959565206003,0.9271740850104898,2183.1718181818183,371.0,20654.0,nan,nan,3.6159589944873005,5.532233358826487
context,24000,union_hybrid,abstention,context_success,100,100,1.0,0.9630065017930143,1.0,322.4,322.0,325.0,nan,nan,4.921916508465074,5.305877090722788
context,24000,union_hybrid,cross_patient_disambiguation,context_success,100,100,1.0,0.9630065017930143,1.0,535.0,535.0,535.0,nan,nan,3.695520485052839,5.949241372582036
context,24000,union_hybrid,cross_session_recall,context_success,100,100,1.0,0.9630065017930143,1.0,375.2,375.0,398.0,nan,nan,5.0040624919347465,5.475581875361968
context,24000,union_hybrid,cross_user_isolation,context_success,300,300,1.0,0.9873570287754538,0.9999999999999998,71.0,71.0,71.0,nan,nan,0.0023330067051574588,0.004254153463989497
context,24000,union_hybrid,memory_prompt_injection,context_success,100,100,1.0,0.9630065017930143,1.0,311.4,311.0,314.0,nan,nan,3.401020512683317,4.38593334692996
context,24000,union_hybrid,same_session_overflow,context_success,100,100,1.0,0.9630065017930143,1.0,20654.8,20654.0,20660.0,nan,nan,3.809187503065914,5.883506537065841
context,24000,union_hybrid,semantic_paraphrase,context_success,100,3,0.03,0.010254524024038925,0.0845193642905276,387.49,387.5,416.0,nan,nan,2.9030829900875688,3.142256250430364
context,24000,union_hybrid,temporal_update,context_success,100,100,1.0,0.9630065017930143,1.0,524.6,523.0,529.0,nan,nan,5.010604494600557,5.412966359290294
context,24000,union_hybrid,tool_evidence,context_success,100,100,1.0,0.9630065017930143,1.0,691.0,691.0,691.0,nan,nan,5.269333501928486,7.547870810958557
